TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
Moms,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1984,1.338
Moms,100010 Slagterier- (Anvendelse),Løbende priser,1984,0.0
Moms,100010 Slagterier- (Anvendelse),Foregående års priser,1984,0.0
Moms,100030 Mejerier- (Anvendelse),Løbende priser,1984,0.0
Moms,100030 Mejerier- (Anvendelse),Foregående års priser,1984,0.0
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2014,1342.538
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2014,1620.728
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,2014,144.744
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,2014,200.164
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,2014,230.929
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,2014,381.425
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2014,-6697.941
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2014,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,2014,58.172
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,2014,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,2014,64.838
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,2014,
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1982,-377.242
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1982,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,1982,-38.362
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,1982,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,1982,-145.655
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,1982,
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1984,-1422.819
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1984,-1192.074
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,1984,27.1
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,1984,32.67
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,1984,9.873
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,1984,11.903
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,1984,-535.596
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1984,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,1984,-61.001
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,1984,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,1984,-111.081
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,1984,
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2001,4989.491
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2001,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,2001,6143.96
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Foregående års priser,2001,
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,2001,2884.444
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Foregående års priser,2001,
Moms,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2001,11.191
Moms,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2001,11.162
Moms,100010 Slagterier- (Anvendelse),Løbende priser,2001,5.073
Moms,100010 Slagterier- (Anvendelse),Foregående års priser,2001,4.889
Moms,100030 Mejerier- (Anvendelse),Løbende priser,2001,5.455
Moms,100030 Mejerier- (Anvendelse),Foregående års priser,2001,5.283
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2001,-1779.612
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2001,-1913.162
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,2001,73.663
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,2001,70.246
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,2001,179.2
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,2001,166.314
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2001,-1036.635
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2001,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,2001,21.998
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,2001,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,2001,-59.834
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,2001,
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2021,10164.854
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2021,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,2021,6984.969
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Foregående års priser,2021,
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,2021,4075.322
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Foregående års priser,2021,
Moms,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2021,14.222
Moms,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2021,12.35
Moms,100010 Slagterier- (Anvendelse),Løbende priser,2021,6.227
Moms,100010 Slagterier- (Anvendelse),Foregående års priser,2021,5.855
Moms,100030 Mejerier- (Anvendelse),Løbende priser,2021,8.508
Moms,100030 Mejerier- (Anvendelse),Foregående års priser,2021,7.961
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2021,1221.047
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2021,1178.088
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,2021,51.19
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,2021,41.404
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,2021,145.578
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,2021,132.058
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2021,-6989.599
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2021,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,2021,95.769
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,2021,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,2021,95.953
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,2021,
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2008,-7074.69
"Andre produktionsskatter, netto",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2008,
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Løbende priser,2008,25.207
"Andre produktionsskatter, netto",100010 Slagterier- (Anvendelse),Foregående års priser,2008,
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Løbende priser,2008,27.484
"Andre produktionsskatter, netto",100030 Mejerier- (Anvendelse),Foregående års priser,2008,
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2008,6563.313
Aflønning af ansatte,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2008,
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Løbende priser,2008,6211.103
Aflønning af ansatte,100010 Slagterier- (Anvendelse),Foregående års priser,2008,
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Løbende priser,2008,3265.716
Aflønning af ansatte,100030 Mejerier- (Anvendelse),Foregående års priser,2008,
Moms,010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2008,12.739
Moms,010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2008,17.36
Moms,100010 Slagterier- (Anvendelse),Løbende priser,2008,5.715
Moms,100010 Slagterier- (Anvendelse),Foregående års priser,2008,7.778
Moms,100030 Mejerier- (Anvendelse),Løbende priser,2008,2.474
Moms,100030 Mejerier- (Anvendelse),Foregående års priser,2008,2.638
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Løbende priser,2008,1192.566
"Produktskatter, netto ekskl. told og moms",010000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2008,1372.276
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Løbende priser,2008,127.37
"Produktskatter, netto ekskl. told og moms",100010 Slagterier- (Anvendelse),Foregående års priser,2008,159.92
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Løbende priser,2008,235.53
"Produktskatter, netto ekskl. told og moms",100030 Mejerier- (Anvendelse),Foregående års priser,2008,319.441
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1967,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1968,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1969,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1970,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1971,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1972,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1973,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1974,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1975,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1976,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1977,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1978,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1979,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1980,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1981,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1982,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1983,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1984,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1985,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1986,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1987,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1988,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1989,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1990,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1991,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1992,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1993,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1994,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1995,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1996,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1997,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1998,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,1999,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2000,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2001,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2002,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2003,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2004,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2005,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2006,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2007,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2008,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2009,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2010,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2011,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2012,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2013,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2014,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2015,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2016,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2017,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2018,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2019,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2020,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2021,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Foregående års priser,2022,0.0
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1966,38321.871
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1967,42819.763999999996
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1968,47844.546
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1969,54757.081
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1970,62223.483
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1971,70408.065
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1972,78297.035
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1973,89806.491
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1974,105485.75200000001
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1975,118692.20199999999
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1976,136020.373
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1977,150542.221
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1978,166898.781
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1979,186484.637
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1980,205479.538
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1981,221787.627
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1982,251903.686
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1983,275157.877
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1984,296901.03
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1985,321223.95
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1986,346331.49
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1987,377567.97000000003
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1988,398247.862
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1989,415421.41
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1990,432957.549
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1991,446939.746
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1992,459872.774
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1993,462869.335
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1994,478471.26599999995
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1995,500308.00999999995
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1996,527445.985
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1997,553563.162
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1998,585604.829
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,1999,615755.624
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2000,641498.088
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2001,675355.654
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2002,699285.5380000001
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2003,717689.381
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2004,739435.033
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2005,776999.1730000001
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2006,824647.539
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2007,878304.398
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2008,925393.904
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2009,921978.421
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2010,929690.689
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2011,942943.867
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2012,953883.23
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2013,970763.129
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2014,992210.547
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2015,1023129.794
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2016,1055932.385
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2017,1090220.5180000002
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2018,1128063.682
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2019,1166325.1
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2020,1181205.851
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2021,1248842.143
Aflønning af ansatte,REST_ANVENDELSE Øvrige brancher,Løbende priser,2022,1336506.696
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1967,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1968,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1969,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1970,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1971,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1972,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1973,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1974,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1975,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1976,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1977,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1978,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1979,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1980,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1981,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1982,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1983,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1984,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1985,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1986,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1987,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1988,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1989,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1990,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1991,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1992,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1993,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1994,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1995,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1996,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1997,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1998,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,1999,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2000,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2001,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2002,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2003,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2004,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2005,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2006,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2007,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2008,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2009,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2010,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2011,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2012,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2013,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2014,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2015,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2016,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2017,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2018,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2019,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2020,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2021,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Foregående års priser,2022,0.0
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1966,1047.568
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1967,1148.232
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1968,1228.408
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1969,1265.354
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1970,1675.6729999999998
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1971,1944.4590000000003
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1972,1929.969
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1973,2124.3669999999997
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1974,876.695
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1975,2608.382
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1976,1864.0790000000002
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1977,2360.168
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1978,3141.104
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1979,3279.813
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1980,3312.918
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1981,2751.984
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1982,1617.251
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1983,222.32899999999998
"Andre produktionsskatter, netto",REST_ANVENDELSE Øvrige brancher,Løbende priser,1984,293.50200000000007
