TILGANG1,TILGANG2,ANVENDELSE,TID,Pt
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),1994,0.7825186905914272
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),1995,0.813115623161143
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),1996,0.8040577653149157
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),1997,0.7959731390829381
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),1998,0.7721032596248806
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),1999,0.7678825641281745
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2000,0.7973502219832777
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2001,0.7985498088310569
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2002,0.7704799789839972
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2003,0.7730613122008626
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2004,0.8017136203601938
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2005,0.6286820755176384
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2006,0.6722325507197064
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2007,0.8069066550026864
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2008,0.8951127741336795
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2009,0.7925213693667958
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2010,0.8040624399697998
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2011,0.9114511217919519
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2012,0.9450502611897654
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2013,0.9341803942396711
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2014,0.8827654955284077
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2015,0.889013218044569
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2016,0.8725657780798647
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2017,0.8964857693916854
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2018,0.9188889878708708
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2019,0.9898666745184462
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2020,1.0
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2021,1.0321349425588462
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),01000 Landbrug og gartneri- (Anvendelse),2022,1.116501043385983
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1967,0.27652196460169065
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1968,0.2822574805508521
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1969,0.3063397159255974
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1970,0.3320130108212515
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1971,0.33290983350092496
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1972,0.3692705976208709
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1973,0.4832390417991921
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1974,0.4863738190305886
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1975,0.5301442425791758
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1976,0.5944689863748868
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1977,0.6285516773348199
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1978,0.675898753366138
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1979,0.67468650152986
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1980,0.7406059213542229
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1981,0.8386053216456533
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1982,0.9463657807084446
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1983,0.9612387046814923
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1984,1.0134991308060937
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1985,0.999499713465314
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1986,0.9414372753207391
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1987,0.9023336421822157
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1988,0.9567834092937385
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1989,1.0570180999093646
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1990,0.9682988637283365
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1991,0.940439418395827
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1992,0.9564211946695209
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1993,0.8271496065518705
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1994,0.8276405196370326
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1995,0.8476591321673912
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1996,0.8725680893477821
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1997,0.8826093747798028
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1998,0.7591156023326532
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",1999,0.7184938937292509
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2000,0.8114891676029877
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2001,0.8877552052113402
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2002,0.7894705652886217
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2003,0.7377018107328613
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2004,0.7637835366508361
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2005,0.7122881899653503
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2006,0.7408872437718027
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2007,0.7554973344031585
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2008,0.8484755646195827
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2009,0.7740603046722261
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2010,0.8303865730729857
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2011,0.9175098593235889
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2012,0.9839213827939798
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2013,1.018618579296021
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2014,0.9637311165556631
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2015,0.8487313372170295
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2016,0.8559192394815645
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2017,0.9791780752237105
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2018,0.9063569132500024
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2019,0.9811756352097087
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2020,1.0
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2021,0.9622834157361493
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",2022,1.223398387561219
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1967,0.25607391214583713
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1968,0.25834003730491645
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1969,0.28105257532435735
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1970,0.3043012070476516
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1971,0.29811966918057853
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1972,0.3339359020225236
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1973,0.4305279872834995
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1974,0.44414888658102775
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1975,0.4871519196396347
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1976,0.5640882024993873
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1977,0.5951435602038827
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1978,0.634517201279089
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1979,0.6509635058807008
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1980,0.7231817689893076
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1981,0.8119098097553131
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1982,0.9104181225453217
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1983,0.9546656452935763
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1984,0.9919767301940783
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1985,0.9874915133328733
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1986,0.9547584228003702
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1987,0.9536064786908649
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1988,0.932897985505861
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1989,0.9723989166633665
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1990,0.9061487322206676
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1991,0.8933905651510315
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1992,0.9027064033818473
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1993,0.80025434628797
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1994,0.8008948784587202
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1995,0.8356474583637411
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1996,0.8470011582738127
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1997,0.8467165829673531
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1998,0.7519186091872522
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",1999,0.7351271869925892
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2000,0.8024794898099309
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2001,0.8571823870657378
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2002,0.7809177322508079
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2003,0.7551537917641605
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2004,0.7775565705695168
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2005,0.7183385474398479
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2006,0.7313255284552777
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2007,0.7626810309872719
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2008,0.8360712113801251
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2009,0.7960780301706646
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2010,0.844624641510905
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2011,0.9483546237484213
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2012,1.0293522673031767
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2013,0.9779207033370633
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2014,0.9385341083305344
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2015,0.8680480687079508
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2016,0.881366596530159
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2017,0.9560939020926765
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2018,0.9115415845099554
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2019,0.9851761620682608
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2020,1.0
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2021,0.9783678672673112
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),"Anvendelse, i alt-(Anvendelse)",2022,1.1755228655073704
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1967,0.2722890681094074
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1968,0.28871711122674126
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1969,0.32639401176201305
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1970,0.41811987312687937
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1971,0.3419706401604356
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1972,0.3841470611732613
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1973,0.4543576999524768
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1974,0.46249410170152155
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1975,0.5107895193781616
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1976,0.6072771304260951
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1977,0.6401408013140899
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1978,0.6859653118974716
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1979,0.7419173076374804
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1980,0.7847113504979901
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1981,0.8530122918260634
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1982,0.94880372377557
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1983,1.0721887705516666
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1984,1.0918919639776743
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1985,1.0775134979013297
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1986,1.026520185893134
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1987,1.0774765674759983
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1988,0.916693797967306
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1989,0.8439027470602969
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1990,0.7738483643035697
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1991,0.8038517355205393
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1992,0.8283630362922905
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1993,0.7583427248255195
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1994,0.7580383320536246
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1995,0.8343845520079579
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1996,0.81578874929559
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1997,0.7957959168986047
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1998,0.6926132045944748
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),1999,0.7404474856794283
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2000,0.7657922775606222
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2001,0.802643055811272
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2002,0.7325702244150266
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2003,0.7717931279960574
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2004,0.7763900573854411
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2005,0.7544589638386178
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2006,0.6948845631508392
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2007,0.7399732622314565
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2008,0.7615888305097696
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2009,0.8358959719432892
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2010,0.8921134370319332
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2011,1.043762955211733
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2012,1.1862334351517712
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2013,0.923862500762908
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2014,0.8972199217035585
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2015,0.9007698927842346
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2016,0.9325239457540518
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2017,0.940557265337141
Dansk produktion,01000 Landbrug og gartneri-(Tilgang),Eksport - (Anvendelse),2018,0.8989816872717843
