TILGANG1,TILGANG2,ANVENDELSE,PRISENHED,TID,INDHOLD
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2011,1549.159
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2012,178.7220000000001
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2013,2280.608
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2014,416.606
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2015,840.779
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2016,460.26800000000003
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2017,936.118
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2018,1696.568
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2019,1161.673
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2020,2094.4700000000003
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2021,301.04999999999995
Dansk produktion,"10120 Føde-, drikke- og tobaksvareindustri-(Tilgang)",Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2022,2584.914
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1967,19016.642
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1968,19703.131999999998
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1969,23503.95
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1970,25529.367000000002
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1971,27255.251
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1972,31273.007
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1973,35924.24
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1974,35566.242
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1975,36153.142
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1976,47835.076
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1977,50704.432
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1978,54919.12699999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1979,60087.67399999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1980,56861.10400000001
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1981,50676.925
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1982,60959.14000000001
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1983,69831.105
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1984,85035.386
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1985,95905.088
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1986,115680.52699999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1987,118458.74999999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1988,118732.97099999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1989,119602.126
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1990,124478.57099999998
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1991,123277.999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1992,128354.182
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1993,118391.311
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1994,132142.59699999998
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1995,149348.577
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1996,157349.632
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1997,178266.563
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1998,190138.499
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1999,185723.131
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2000,203576.01799999998
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2001,208078.431
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2002,208568.337
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2003,214652.41700000002
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2004,224134.328
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2005,241886.23799999998
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2006,275436.89999999997
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2007,287171.924
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2008,296082.725
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2009,248629.30299999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2010,232420.65600000002
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2011,245999.088
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2012,257873.322
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2013,272909.12899999996
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2014,280295.675
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2015,298683.69800000003
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2016,317971.90499999997
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2017,336651.726
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2018,351375.472
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2019,357225.34400000004
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2020,372718.642
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2021,428594.61799999996
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2022,456231.078
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1966,17710.663
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1967,19606.268
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1968,20350.38
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1969,24972.799
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1970,27455.183
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1971,29028.262
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1972,33743.263
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1973,39691.74600000001
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1974,42366.008
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1975,40423.365999999995
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1976,51581.104
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1977,54426.579
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1978,58424.20500000001
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1979,64040.916999999994
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1980,62504.721999999994
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1981,55958.253
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1982,67205.16100000001
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1983,74433.273
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1984,88798.71699999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1985,101038.625
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1986,117827.594
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1987,122100.956
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1988,121116.726
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1989,125366.59599999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1990,128231.36899999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1991,126763.041
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1992,127484.87199999999
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1993,118544.892
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1994,134994.509
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1995,151598.33299999998
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1996,159663.035
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1997,181568.138
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1998,192008.73
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,1999,189353.47
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2000,208064.148
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2001,214426.70400000003
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2002,213401.736
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2003,217541.612
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2004,229386.74199999997
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2005,247937.405
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2006,285878.438
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2007,302247.648
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2008,310236.753
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2009,241670.599
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2010,234298.726
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2011,254368.36
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2012,263270.607
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2013,273118.461
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2014,281897.623
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2015,298754.648
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2016,324224.01
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2017,342142.17400000006
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2018,356714.801
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2019,362392.046
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2020,376050.973
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2021,437395.91000000003
Dansk produktion,REST_TILGANG Øvrige brancher,Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Løbende priser,2022,493884.081
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1967,-739.282
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1968,138.339
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1969,112.164
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1970,-35.673
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1971,77.869
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1972,277.201
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1973,-31.126
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1974,-109.587
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1975,73.827
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1976,-323.485
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1977,-49.981
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1978,259.556
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1979,167.893
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1980,-8.143999999999998
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1981,41.981
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1982,-191.788
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1983,-259.002
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1984,208.57
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1985,275.914
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1986,476.729
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1987,-267.945
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1988,557.531
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1989,753.837
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1990,758.54
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1991,-216.36400000000003
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1992,-701.347
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1993,-126.857
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1994,-64.918
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1995,82.99499999999999
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1996,-8.956999999999994
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1997,326.957
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1998,28.449
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,1999,-78.82600000000001
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2000,63.922
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2001,94.569
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2002,2.0570000000000004
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2003,64.96700000000001
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2004,41.585
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2005,928.75
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2006,280.832
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2007,1207.4370000000001
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2008,-153.65800000000002
Import eksklusiv told,01000 Landbrug og gartneri-(Tilgang),Faste bruttoinvesteringer + Lagerforøgelse + Værdigenstande (Anvendelse),Foregående års priser,2009,416.257
