TILGANG1,ANVENDELSE,PRISENHED,TID,INDHOLD
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2000,5.189
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2000,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1995,8.508
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1995,7.565
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1995,36.718
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1995,35.185
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1995,-1830.159
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1995,-1766.265
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1995,-211.069
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1995,-169.134
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2010,7144.017
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2010,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2010,20426.243
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2010,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2010,13.748
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2010,13.036
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2010,30.007
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2010,30.326
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1972,881.245
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1972,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1972,3838.369
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1972,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1972,0.198
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1972,0.186
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1972,0.0
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1972,0.0
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1990,4242.65
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1990,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1990,16502.71
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1990,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1990,9.201
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1990,8.612
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1990,33.854
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1990,28.874
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1995,-1051.554
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1995,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1995,-480.478
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1995,
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2010,1249.996
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2010,1254.624
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2010,1117.961
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2010,1272.418
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2010,-6646.301
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2010,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2010,134.125
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2010,
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1972,-45.476
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1972,-51.831
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1972,-857.061
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1972,-933.391
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1972,180.845
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1972,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1972,16.341
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1972,
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1990,-762.361
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1990,-631.2
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1990,459.07
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1990,488.984
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1990,-555.342
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1990,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1990,-538.324
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1990,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,0.427
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1967,0.495
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1967,8.386
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1967,10.15
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,1277.767
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1975,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1975,5724.723
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1975,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,9.774
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,2.622
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2016,37.031
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2016,27.584
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,1313.062
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,1496.562
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2016,874.354
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2016,918.327
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,7290.679
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2012,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2012,19207.374
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2012,
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,-64.5
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1967,-68.644
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1967,-225.153
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1967,-202.759
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,123.692
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1967,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1967,8.479
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1967,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,0.287
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1975,0.274
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1975,0.0
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1975,0.0
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,-731.752
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1975,-680.353
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1975,-451.534
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1975,-371.418
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,-6184.688
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2016,468.215
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2016,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,15.716
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2012,15.244
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2012,27.566
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2012,26.512
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,1483.009
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2012,1414.017
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2012,1861.553
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2012,1346.297
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1975,234.305
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1975,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1975,19.466
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1975,
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2016,8956.845
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2016,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2016,18944.134
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2016,
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2012,-6670.142
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2012,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2012,226.499
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2012,
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1967,869.681
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1967,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1967,2401.999
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1967,
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,-7708.83
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2009,382.795
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,859.44
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1966,2255.373
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,0.491
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1966,10.263
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,-95.883
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1966,-167.18
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1981,2288.335
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1981,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1981,10010.903
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1981,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1981,1.133
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1981,0.94
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1981,0.0
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1981,0.0
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,6684.128
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2009,20676.071
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1966,112.592
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1966,6.577
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2006,965.369
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2006,992.22
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2006,998.36
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2006,1082.374
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2020,10626.61
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2020,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2020,21706.974
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2020,
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1981,-789.11
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1981,-948.102
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1981,219.63
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1981,199.41
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1981,-278.05
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1981,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1981,-183.746
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1981,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,13.723
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,14.767
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2009,41.406
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,40.086
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2009,1270.668
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2009,1173.121
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2009,1083.655
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2009,1373.806
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2006,-7450.494
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2006,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2006,105.296
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2006,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2020,12.138
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2020,12.769
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2020,40.922
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2020,40.808
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2020,1091.196
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2020,1037.788
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2020,434.474
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2020,407.518
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2007,1309.207
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2007,1315.217
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2007,1071.651
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2007,1038.405
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2007,-7288.592
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2007,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2007,555.67
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2007,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,10.719
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,2.792
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,36.699
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,26.611
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,1336.0
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,1300.974
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,906.987
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,997.135
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2006,5741.239
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2006,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2006,21031.699
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2006,
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2020,-6999.694
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2020,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2020,127.129
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2020,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1977,0.446
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1977,0.384
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1977,0.0
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1977,0.0
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1977,-696.029
"Produktskatter, netto ekskl. told og moms",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1977,-834.38
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1977,155.685
"Produktskatter, netto ekskl. told og moms","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1977,141.598
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,-6657.796
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,414.73
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2006,14.956
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2006,14.93
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2006,51.773
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2006,50.507
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1977,193.274
"Andre produktionsskatter, netto",01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1977,
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1977,-34.606
"Andre produktionsskatter, netto","10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1977,
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2007,5873.379
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2007,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2007,21315.621
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2007,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2007,15.692
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2007,16.558
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2007,45.509
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2007,44.994
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2015,8852.241
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2015,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2015,17618.586
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2015,
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2014,8076.109
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2014,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2014,17923.157
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2014,
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2013,7493.618
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2013,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2013,18797.885
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2013,
Moms,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2014,11.653
Moms,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,2014,11.838
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,2014,34.73
Moms,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,2014,34.103
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,1977,1540.238
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Foregående års priser,1977,
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Løbende priser,1977,6917.4
Aflønning af ansatte,"10120 Føde-, drikke- og tobaksvareindustri- (Anvendelse)",Foregående års priser,1977,
Aflønning af ansatte,01000 Landbrug og gartneri- (Anvendelse),Løbende priser,2011,7212.792
