BEHOLD,BRANCHE,PRISENHED,TID,INDHOLD
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2019,480583.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2020,501927.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2021,565242.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,"2020-priser, kædede værdier",2022,576100.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1966,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1967,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1968,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1969,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1970,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1971,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1972,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1973,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1974,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1975,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1976,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1977,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1978,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1979,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1980,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1981,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1982,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1983,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1984,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1985,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1986,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1987,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1988,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1989,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1990,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1991,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1992,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1993,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1994,168701.0289573768
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1995,189255.55574731165
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1996,198958.25519159652
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1997,221709.8117848863
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1998,240219.7216433799
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,1999,241627.54855481384
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2000,264265.7766595892
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2001,266659.732708088
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2002,268891.8514066797
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2003,279098.64665059285
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2004,290755.2573203475
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2005,314329.44202204375
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2006,363413.1040956799
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2007,372835.2376197441
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2008,376278.9128040468
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2009,342057.8099864217
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2010,313811.61104042176
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2011,317414.7770623829
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2012,333254.6334331446
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2013,347717.67426797596
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2014,368424.0747924786
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2015,384295.87445297313
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2016,420819.39435697685
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2017,445796.21571136476
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2018,467379.1419033792
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2019,469016.59786256857
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2020,499115.1681221143
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2021,565242.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Forige års priser,2022,586913.4922601229
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1966,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1967,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1968,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1969,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1970,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1971,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1972,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1973,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1974,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1975,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1976,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1977,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1978,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1979,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1980,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1981,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1982,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1983,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1984,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1985,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1986,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1987,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1988,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1989,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1990,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1991,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1992,0.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1993,158143.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1994,171024.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1995,189998.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1996,199936.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1997,224704.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1998,241270.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,1999,246144.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2000,268586.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2001,274275.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2002,274144.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2003,280565.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2004,294052.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2005,319455.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2006,372715.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2007,386779.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2008,390602.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2009,329997.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2010,314416.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2011,323170.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2012,340633.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2013,349284.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2014,368400.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2015,387981.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2016,427411.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2017,450142.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2018,472349.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2019,476145.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2020,501927.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2021,575711.0
P.51g Faste bruttoinvesteringer,REST_ANVENDELSE Øvrige brancher,Løbende priser,2022,636711.0
